position_cycle_id,domain_class,stable_trade_id,trade_id,symbol,direction,cycle_start_time_beijing,cycle_end_time_beijing,root_position_source_row,root_fill_count,realized_pnl,commission_cost,funding_fee_signed,funding_event_count,legacy_strict_net,commission_rebate,rebate_event_count,economic_net,economic_outcome,funding_zero_semantics,unknown_coercion
S05-CYC-ba05a9b546e533d95d07c8c5,ACTIVE,K03-ACT-BA05A9B546E533D95D07C8C5,T071,BTCUSDT,SHORT,2026-06-04T09:16:36+08:00,2026-06-04T09:20:04+08:00,81,17,248.5000,110.18349998,0,0,138.31650002,22.03670000,17,160.35320002,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-32856ed4c7c4a053598df536,ACTIVE,K03-ACT-32856ED4C7C4A053598DF536,T072,BTCUSDT,SHORT,2026-06-04T09:35:22+08:00,2026-06-04T10:03:07+08:00,82,9,2902.6000,86.85649999,0,0,2815.74350001,17.37130000,9,2833.11480001,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-0c19689738e86138a23c3b08,ACTIVE,K03-ACT-0C19689738E86138A23C3B08,T073,WLDUSDT,LONG,2026-06-04T11:10:55+08:00,2026-06-04T11:16:30+08:00,83,4,35.714,4.00711080,0,0,31.70688920,0.80142216,4,32.50831136,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-c0d29e5b0407acbe287144dd,ACTIVE,K03-ACT-C0D29E5B0407ACBE287144DD,T074,BTCUSDT,SHORT,2026-06-04T18:49:44+08:00,2026-06-04T18:51:43+08:00,84,3,91.3,43.66685000,0,0,47.63315000,8.73337000,3,56.36652000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-7851224042e2f2bfe2d36ee0,ACTIVE,K03-ACT-7851224042E2F2BFE2D36EE0,T075,BTCUSDT,SHORT,2026-06-04T19:46:55+08:00,2026-06-04T20:02:09+08:00,85,59,-239.55250001,86.35304324,0,0,-325.90554325,17.27060864,59,-308.63493461,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-56e4a3fdc5ed4bcd52db4869,ACTIVE,K03-ACT-56E4A3FDC5ED4BCD52DB4869,T076,BTCUSDT,LONG,2026-06-04T10:54:54+08:00,2026-06-04T20:15:58+08:00,86,18,34.49419999,21.95400529,-0.00096562,1,12.53922908,4.39080106,18,16.93003014,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-e594febe06ac051ad4c55e1a,ACTIVE,K03-ACT-E594FEBE06AC051AD4C55E1A,T077,BTCUSDT,LONG,2026-06-04T21:18:31+08:00,2026-06-04T21:31:02+08:00,87,36,65.09699993,183.39850139,0,0,-118.30150146,36.67970028,36,-81.62180118,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-0450aff851b87f72156b3eb2,ACTIVE,K03-ACT-0450AFF851B87F72156B3EB2,T078,BTCUSDT,SHORT,2026-06-04T22:21:37+08:00,2026-06-04T22:37:11+08:00,88,14,942.00,76.78800000,0,0,865.21200000,15.35760000,14,880.56960000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-a014a64aa4296f3d87be45fd,ACTIVE,K03-ACT-A014A64AA4296F3D87BE45FD,T079,XAUUSDT,SHORT,2026-06-04T23:00:17+08:00,2026-06-04T23:01:24+08:00,89,43,79.73256994,89.38810685,0,0,-9.65553691,17.87762139,33,8.22208448,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-def0a4639af3a855a4798d64,ACTIVE,K03-ACT-DEF0A4639AF3A855A4798D64,T080,BTCUSDT,SHORT,2026-06-05T00:07:37+08:00,2026-06-05T01:42:45+08:00,90,12,860.300,25.35446000,0,0,834.94554000,5.07089199,12,840.01643199,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-cb5c85b209b0c3e0af44c3c4,ACTIVE,K03-ACT-CB5C85B209B0C3E0AF44C3C4,T081,BTCUSDT,SHORT,2026-06-05T14:34:09+08:00,2026-06-05T14:36:07+08:00,91,99,144.6666,95.29447668,0,0,49.37212332,19.05889534,99,68.43101866,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-cb3d18d098437140d64b18ba,ACTIVE,K03-ACT-CB3D18D098437140D64B18BA,T082,BTCUSDT,SHORT,2026-06-05T15:37:55+08:00,2026-06-05T15:47:06+08:00,92,23,97.5,37.64610000,0,0,59.85390000,7.52922000,23,67.38312000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-92ec04682276f3bc090c4c4d,ACTIVE,K03-ACT-92EC04682276F3BC090C4C4D,T083,ZECUSDT,SHORT,2026-06-05T16:04:33+08:00,2026-06-05T16:05:44+08:00,93,96,183.08875,22.16845548,0,0,160.92029452,4.43369108,96,165.35398560,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-4d929968568f8d7a5da7fbe0,ACTIVE,K03-ACT-4D929968568F8D7A5DA7FBE0,T084,BTCUSDT,SHORT,2026-06-05T16:06:37+08:00,2026-06-05T16:07:49+08:00,94,45,167.4990,66.00535042,0,0,101.49364958,13.20107010,45,114.69471968,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-74c3b8196ed93547c70ddde4,ACTIVE,K03-ACT-74C3B8196ED93547C70DDDE4,T085,ZECUSDT,SHORT,2026-06-05T16:20:02+08:00,2026-06-05T16:42:41+08:00,95,49,114.00000,24.95079982,0,0,89.04920018,4.99015994,49,94.03936012,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-7d8a1009c35864be2cf86099,ACTIVE,K03-ACT-7D8A1009C35864BE2CF86099,T086,ZECUSDT,LONG,2026-06-05T15:27:41+08:00,2026-06-05T19:38:58+08:00,96,2,0.3008,0.00427983,-0.00061749,1,0.29590268,0.00085597,2,0.29675865,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-3574c78ed72a77a420720e67,ACTIVE,K03-ACT-3574C78ED72A77A420720E67,T087,BTCUSDT,LONG,2026-06-05T21:56:28+08:00,2026-06-05T22:55:24+08:00,97,7,78.09999999,17.61436000,0,0,60.48563999,3.52287200,7,64.00851199,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-ef23022a5cc1fac81e556a78,ACTIVE,K03-ACT-EF23022A5CC1FAC81E556A78,T088,BTCUSDT,LONG,2026-06-06T00:12:02+08:00,2026-06-06T02:43:38+08:00,98,3,0.78069999,0.46103305,0,0,0.31966694,0.09220661,3,0.41187355,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-f06d73fd2c81d4b1b3c751f0,ACTIVE,K03-ACT-F06D73FD2C81D4B1B3C751F0,T089,BTCUSDT,SHORT,2026-06-06T07:27:26+08:00,2026-06-06T07:30:51+08:00,99,6,210.519,63.22691260,0,0,147.29208740,12.64538252,6,159.93746992,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-6b22a40f1191d6c913b4d7c9,ACTIVE,K03-ACT-6B22A40F1191D6C913B4D7C9,T090,BTCUSDT,SHORT,2026-06-06T08:08:02+08:00,2026-06-06T08:18:40+08:00,100,3,130,61.35200000,0,0,68.64800000,12.2704000,3,80.91840000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-729785e055ddf16119a17180,ACTIVE,K03-ACT-729785E055DDF16119A17180,T091,BTCUSDT,SHORT,2026-06-06T23:17:22+08:00,2026-06-06T23:21:32+08:00,101,11,56.000,42.42839999,0,0,13.57160001,8.48568000,11,22.05728001,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-e5592b319cada20d738a1f45,ACTIVE,K03-ACT-E5592B319CADA20D738A1F45,T092,BTCUSDT,LONG,2026-06-07T10:35:31+08:00,2026-06-07T16:44:38+08:00,102,22,3110.137,60.57450620,-0.62114158,1,3048.94135222,12.11490124,22,3061.05625346,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-f28a06fe41aebbe99aeef388,ACTIVE,K03-ACT-F28A06FE41AEBBE99AEEF388,T093,BTCUSDT,LONG,2026-06-08T09:17:31+08:00,2026-06-08T09:20:03+08:00,103,217,264.22689987,232.50589898,0,0,31.72100089,46.50117986,217,78.22218075,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-1013a12fbd46d49965dd8efc,ACTIVE,K03-ACT-1013A12FBD46D49965DD8EFC,T094,BTCUSDT,SHORT,2026-06-08T09:40:07+08:00,2026-06-08T09:50:23+08:00,104,121,289.30429997,220.50934774,0,0,68.79495223,44.10186957,121,112.89682180,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-3ba7845a76a47d8257feea23,ACTIVE,K03-ACT-3BA7845A76A47D8257FEEA23,T095,BTCUSDT,SHORT,2026-06-08T10:35:38+08:00,2026-06-08T11:05:12+08:00,105,5,156,75.56640000,0,0,80.43360000,15.11328000,5,95.54688000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-b2510608fa4d6cf08da4a7f6,ACTIVE,K03-ACT-B2510608FA4D6CF08DA4A7F6,T096,BTCUSDT,SHORT,2026-06-08T11:20:34+08:00,2026-06-09T08:21:44+08:00,106,46,1128.48499982,90.91163498,4.59965019,3,1042.17301503,18.18232700,46,1060.35534203,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-ae5fc71587cbb0c9694538b3,ACTIVE,K03-ACT-AE5FC71587CBB0C9694538B3,T097,BTCUSDT,SHORT,2026-06-09T10:57:39+08:00,2026-06-09T16:06:11+08:00,107,34,279.96199989,111.72430759,8.52166258,1,176.75935488,22.34486152,34,199.10421640,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-f224a60473bf78035047a352,ACTIVE,K03-ACT-F224A60473BF78035047A352,T098,BTCUSDT,LONG,2026-06-09T19:01:21+08:00,2026-06-09T19:42:19+08:00,108,27,-224.730,56.91661800,0,0,-281.64661800,11.38332360,27,-270.26329440,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-676f76195737317cc5af9e4d,ACTIVE,K03-ACT-676F76195737317CC5AF9E4D,T099,BTCUSDT,SHORT,2026-06-09T19:58:20+08:00,2026-06-09T20:23:17+08:00,109,13,219.700000,100.29353999,0,0,119.40646001,20.05870800,13,139.46516801,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-d39489424ba2d6c851677d06,ACTIVE,K03-ACT-D39489424BA2D6C851677D06,T100,BTCUSDT,SHORT,2026-06-09T21:43:13+08:00,2026-06-10T04:02:22+08:00,110,40,2786.000,174.16279997,2.59244699,1,2614.42964702,34.83256000,40,2649.26220702,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-3863ba2e523c91b846adb9b7,ACTIVE,K03-ACT-3863BA2E523C91B846ADB9B7,T101,BTCUSDT,SHORT,2026-06-10T05:47:29+08:00,2026-06-10T05:53:03+08:00,111,15,85.40999996,46.87642439,0,0,38.53357557,9.37528488,15,47.90886045,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-da3bdd709efddef4a64f2413,ACTIVE,K03-ACT-DA3BDD709EFDDEF4A64F2413,T102,BTCUSDT,SHORT,2026-06-10T06:51:18+08:00,2026-06-10T07:11:03+08:00,112,5,102.16699999,86.92297900,0,0,15.24402099,17.38459580,5,32.62861679,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-8fcef4baec2a1ea389ff5f84,ACTIVE,K03-ACT-8FCEF4BAEC2A1EA389FF5F84,T103,BTCUSDT,SHORT,2026-06-10T12:38:38+08:00,2026-06-10T14:32:44+08:00,113,40,512.43749995,119.35668747,0,0,393.08081248,23.87133750,40,416.95214998,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-44cdb81bba927c20f1465208,ACTIVE,K03-ACT-44CDB81BBA927C20F1465208,T104,BTCUSDT,SHORT,2026-06-10T20:33:18+08:00,2026-06-10T22:57:31+08:00,114,42,1589.99999984,173.32159999,0,0,1416.67839985,34.66432000,42,1451.34271985,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-62e7b8a3a07e4258eb069a36,ACTIVE,K03-ACT-62E7B8A3A07E4258EB069A36,T105,BTCUSDT,SHORT,2026-06-10T23:21:36+08:00,2026-06-11T00:24:50+08:00,115,22,372.000,149.41679998,9.54846884,1,232.13166886,29.88336000,22,262.01502886,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-a967adbc5f1901ed42d18ad0,ACTIVE,K03-ACT-A967ADBC5F1901ED42D18AD0,T106,BTCUSDT,SHORT,2026-06-11T09:13:39+08:00,2026-06-11T20:30:30+08:00,116,58,432.99999969,174.99139996,3.1660695,1,261.17466923,34.99828000,58,296.17294923,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-f1008479a9ce93e2a042a78d,ACTIVE,K03-ACT-F1008479A9CE93E2A042A78D,T107,BTCUSDT,SHORT,2026-06-11T20:38:25+08:00,2026-06-12T02:09:26+08:00,117,61,30.07999965,265.85125994,5.14815609,1,-230.62310420,53.17025200,61,-177.45285220,LOSS,OBSERVED_EVENT_SUM,NONE
S05-CYC-9f0d4be5d63e62cb959ef980,ACTIVE,K03-ACT-9F0D4BE5D63E62CB959EF980,T108,SNDKUSDT,SHORT,2026-06-12T22:25:23+08:00,2026-06-12T22:33:58+08:00,118,326,-56.92290058,85.12676870,0,0,-142.04966928,17.02535377,315,-125.02431551,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-7b16850d47545ff825596f6c,ACTIVE,K03-ACT-7B16850D47545FF825596F6C,T109,MUUSDT,SHORT,2026-06-12T22:40:07+08:00,2026-06-12T22:40:46+08:00,119,77,516.14159999,0,0,0,516.14159999,0,0,516.14159999,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-45f1664ec26e6bc1c516e448,ACTIVE,K03-ACT-45F1664EC26E6BC1C516E448,T110,MUUSDT,SHORT,2026-06-12T22:53:14+08:00,2026-06-12T22:55:41+08:00,120,23,86.22,0,0,0,86.22000000,0,0,86.22000000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-08332168e2b4b8790c8c5f46,ACTIVE,K03-ACT-08332168E2B4B8790C8C5F46,T111,BTCUSDT,SHORT,2026-06-12T16:16:38+08:00,2026-06-12T23:41:47+08:00,121,37,409.49999992,402.17624996,0,0,7.32374996,80.43525000,37,87.75899996,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-5941fd50f0c0b2414c01a934,ACTIVE,K03-ACT-5941FD50F0C0B2414C01A934,T112,BTCUSDT,SHORT,2026-06-13T21:26:01+08:00,2026-06-14T14:33:45+08:00,122,35,175.43749995,314.24308123,-20.83086001,2,-159.63644129,62.84861625,35,-96.78782504,LOSS,OBSERVED_EVENT_SUM,NONE
S05-CYC-5e7e8e8ee8bb3f1a547f3fa1,ACTIVE,K03-ACT-5E7E8E8EE8BB3F1A547F3FA1,T113,BTCUSDT,SHORT,2026-06-14T21:28:17+08:00,2026-06-15T02:47:17+08:00,123,22,1170.1694,102.64537407,-4.79318288,1,1062.73084305,20.52907482,22,1083.25991787,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-3484f8e81456d146820fc039,ACTIVE,K03-ACT-3484F8E81456D146820FC039,T114,ETHUSDT,SHORT,2026-06-14T22:22:57+08:00,2026-06-15T02:47:17+08:00,124,123,716.15971,116.40191988,-3.18945476,1,596.56833536,23.28038397,123,619.84871933,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-6937bfe0f3de4a74c5a30d28,ACTIVE,K03-ACT-6937BFE0F3DE4A74C5A30D28,T115,BTCUSDT,SHORT,2026-06-15T05:18:51+08:00,2026-06-15T05:28:19+08:00,125,50,573.99999963,258.87079999,0,0,315.12919964,51.77416000,50,366.90335964,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-208f982a4d8ffbb842f84314,ACTIVE,K03-ACT-208F982A4D8FFBB842F84314,T116,XAUUSDT,SHORT,2026-06-15T14:06:10+08:00,2026-06-16T02:27:00+08:00,126,71,-2106.55549975,0,0,0,-2106.55549975,0,0,-2106.55549975,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-619ad4abd845fae37298b293,ACTIVE,K03-ACT-619AD4ABD845FAE37298B293,T117,SNDKUSDT,SHORT,2026-06-15T22:11:41+08:00,2026-06-16T08:59:29+08:00,127,99,-99.99999996,0,-20.38973884,1,-120.38973880,0,0,-120.38973880,LOSS,OBSERVED_EVENT_SUM,NONE
S05-CYC-9dbae04eb149bfa522d41a88,ACTIVE,K03-ACT-9DBAE04EB149BFA522D41A88,T118,BTCUSDT,SHORT,2026-06-16T22:35:13+08:00,2026-06-17T02:36:26+08:00,128,37,409.19379985,318.29489354,1.02446704,1,91.92337335,63.65897871,37,155.58235206,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-fcc7caa344cab36d55f614ac,ACTIVE,K03-ACT-FCC7CAA344CAB36D55F614AC,T119,XAUUSDT,SHORT,2026-06-16T22:35:19+08:00,2026-06-17T07:17:49+08:00,129,61,-3389.99999991,0,0,0,-3389.99999991,0,0,-3389.99999991,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-0a162663ec5e434264fa5333,ACTIVE,K03-ACT-0A162663EC5E434264FA5333,T120,BTCUSDT,SHORT,2026-06-17T21:37:46+08:00,2026-06-18T02:00:24+08:00,130,38,-300.30600009,262.49280595,-17.01164938,1,-579.81045542,52.49856120,38,-527.31189422,LOSS,OBSERVED_EVENT_SUM,NONE
S05-CYC-f5f1b3aa1a7d66b5c3077e8a,ACTIVE,K03-ACT-F5F1B3AA1A7D66B5C3077E8A,T121,BTCUSDT,SHORT,2026-06-18T02:08:29+08:00,2026-06-18T02:58:34+08:00,131,18,1065.64799993,169.61631040,0,0,896.03168953,33.92326208,18,929.95495161,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-64d09990ca0da1700a2b942c,ACTIVE,K03-ACT-64D09990CA0DA1700A2B942C,T122,BTCUSDT,SHORT,2026-06-18T03:21:01+08:00,2026-06-18T22:12:58+08:00,132,4,3285.7985,92.22979489,10.49878160,2,3204.06748671,18.44595898,4,3222.51344569,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-d76c0c97ec9680a63cbc4a50,ACTIVE,K03-ACT-D76C0C97EC9680A63CBC4A50,T123,SNDKUSDT,SHORT,2026-06-18T21:38:59+08:00,2026-06-19T02:13:06+08:00,133,214,-22038.20290012,178.02328100,0,0,-22216.22618112,35.60465623,189,-22180.62152489,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-8c1e98940ba8d0213e6de8fd,ACTIVE,K03-ACT-8C1E98940BA8D0213E6DE8FD,T124,BTCUSDT,SHORT,2026-06-19T02:17:12+08:00,2026-06-19T11:15:12+08:00,134,9,402,250.75240000,37.99986399,1,189.24746399,50.15048001,9,239.39794400,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-d2890c7fdcbf152a660f0d60,ACTIVE,K03-ACT-D2890C7FDCBF152A660F0D60,T125,BTCUSDT,SHORT,2026-06-19T20:28:02+08:00,2026-06-21T06:30:32+08:00,135,41,-21573.37599972,379.59507518,113.87935608,4,-21839.09171882,75.91901504,41,-21763.17270378,LOSS,OBSERVED_EVENT_SUM,NONE
S05-CYC-aa29c948a52090bde05f8303,ACTIVE,K03-ACT-AA29C948A52090BDE05F8303,T126,BTCUSDT,SHORT,2026-06-22T07:42:53+08:00,2026-06-22T09:26:16+08:00,136,18,-2625.75029994,139.38983332,4.11763592,1,-2761.02249734,27.87796666,18,-2733.14453068,LOSS,OBSERVED_EVENT_SUM,NONE
S05-CYC-e4ae90f1c6ba5a84c4019e99,ACTIVE,K03-ACT-E4AE90F1C6BA5A84C4019E99,T127,BTCUSDT,SHORT,2026-06-22T10:24:00+08:00,2026-06-22T13:22:45+08:00,137,23,514.9760,45.31105912,0,0,469.66494088,9.06221184,23,478.72715272,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-3999a2881e8a5666e57b4ca1,ACTIVE,K03-ACT-3999A2881E8A5666E57B4CA1,T128,BTCUSDT,SHORT,2026-06-23T09:53:01+08:00,2026-06-23T11:03:15+08:00,138,9,-64.8000,25.60023999,0,0,-90.40023999,5.12004799,9,-85.28019200,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-493c3f6ebab26b6d91c34cbb,ACTIVE,K03-ACT-493C3F6EBAB26B6D91C34CBB,T129,BTCUSDT,SHORT,2026-06-23T13:36:16+08:00,2026-06-23T15:00:02+08:00,139,21,516.8394,38.27359931,0,0,478.56580069,7.65471986,21,486.22052055,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-d901fbb17232221819a0fafd,ACTIVE,K03-ACT-D901FBB17232221819A0FAFD,T130,BTCUSDT,SHORT,2026-06-23T16:24:28+08:00,2026-06-23T20:45:59+08:00,140,3,-287.22359999,77.23223544,0,0,-364.45583543,15.44644709,3,-349.00938834,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-1c6de63c33ad5d7a9b7b20eb,ACTIVE,K03-ACT-1C6DE63C33AD5D7A9B7B20EB,T131,BTCUSDT,SHORT,2026-06-24T08:34:35+08:00,2026-06-24T10:21:09+08:00,141,3,40.4142,14.53195044,0,0,25.88224956,2.90639009,3,28.78863965,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-4eb7a5b139c6c2f1e177a179,ACTIVE,K03-ACT-4EB7A5B139C6C2F1E177A179,T132,BTCUSDT,SHORT,2026-06-24T19:37:16+08:00,2026-06-24T19:49:35+08:00,142,4,-205.1,12.92130000,0,0,-218.02130000,2.58426,4,-215.43704000,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-764bd97b36835680dc4578ea,ACTIVE,K03-ACT-764BD97B36835680DC4578EA,T133,BTCUSDT,SHORT,2026-06-25T00:52:44+08:00,2026-06-25T04:33:12+08:00,143,33,-3029.24709993,103.12726093,0,0,-3132.37436086,20.62545219,33,-3111.74890867,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-c3ea08b1f07ab2f4432db28c,ACTIVE,K03-ACT-C3EA08B1F07AB2F4432DB28C,T134,MUUSDT,LONG,2026-06-25T04:35:43+08:00,2026-06-25T04:38:29+08:00,144,2,27.0297,0,0,0,27.02970000,0,0,27.02970000,WIN,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
S05-CYC-30c197a0fbb0950ec0e8d832,ACTIVE,K03-ACT-30C197A0FBB0950EC0E8D832,T135,BTCUSDT,SHORT,2026-06-25T05:10:12+08:00,2026-06-25T08:58:35+08:00,145,4,34.906,13.67954880,-0.48911107,1,20.73734013,2.73590976,4,23.47324989,WIN,OBSERVED_EVENT_SUM,NONE
S05-CYC-bbd88cd80ed5177a055df6f8,ACTIVE,K03-ACT-BBD88CD80ED5177A055DF6F8,T136,BTCUSDT,SHORT,2026-07-01T09:17:10+08:00,2026-07-01T11:16:45+08:00,146,19,-779.73239996,23.12568071,0,0,-802.85808067,4.62513616,19,-798.23294451,LOSS,EXACT_ZERO_AFTER_COMPLETE_54_EVENT_COVERAGE,NONE
